project,product_id,institute,model,experiment,frequency,modeling_realm,mip_table,ensemble_member,version,variable,temporal_subset,format,uri
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,335601-338012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_335601-338012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,338101-340512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_338101-340512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,340601-343012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_340601-343012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,343101-345512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_343101-345512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,345601-348012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_345601-348012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,348101-350512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_348101-350512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,350601-353012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_350601-353012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,353101-355512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_353101-355512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,355601-358012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_355601-358012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,358101-360512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_358101-360512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,360601-363012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_360601-363012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,398101-400512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_398101-400512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,400601-403012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_400601-403012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,403101-405512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_403101-405512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,405601-408012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_405601-408012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,408101-410512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_408101-410512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,410601-413012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_410601-413012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,413101-415512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_413101-415512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,415601-418012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_415601-418012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,418101-420512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_418101-420512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,420601-423012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_420601-423012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,423101-425512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_423101-425512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,425601-428012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_425601-428012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,428101-430512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_428101-430512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,430601-433012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_430601-433012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,433101-435512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_433101-435512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,435601-438012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_435601-438012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,438101-440512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_438101-440512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,440601-443012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_440601-443012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,443101-445512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_443101-445512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,445601-448012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_445601-448012.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,448101-450512,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_448101-450512.nc
cmip5,output1,NASA-GISS,GISS-E2-R,piControl,mon,atmos,Amon,r1i1p1,v20121017,tas,450601-453012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NASA-GISS/GISS-E2-R/piControl/mon/atmos/Amon/r1i1p1/v20121017/tas/tas_Amon_GISS-E2-R_piControl_r1i1p1_450601-453012.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,185912-188411,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_185912-188411.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,188412-190911,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_188412-190911.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,190912-193411,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_190912-193411.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,193412-195911,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_193412-195911.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,195912-198411,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_195912-198411.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,198412-200911,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_198412-200911.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,200912-203411,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_200912-203411.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,203412-205911,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_203412-205911.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,205912-208411,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_205912-208411.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,208412-209910,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_208412-209910.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,209812-212311,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_209812-212311.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,212312-214811,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_212312-214811.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,214812-217311,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_214812-217311.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,217312-219811,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_217312-219811.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,219812-222311,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_219812-222311.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,222312-224811,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_222312-224811.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,224812-227311,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_224812-227311.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,227312-229811,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_227312-229811.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,229812-232311,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_229812-232311.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,232312-234811,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_232312-234811.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,234812-235511,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_234812-235511.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,235512-238011,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_235512-238011.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,238012-240511,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_238012-240511.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,240512-243011,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_240512-243011.nc
cmip5,output1,MOHC,HadGEM2-ES,piControl,mon,atmos,Amon,r1i1p1,v20130114,tas,243012-243511,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MOHC/HadGEM2-ES/piControl/mon/atmos/Amon/r1i1p1/v20130114/tas/tas_Amon_HadGEM2-ES_piControl_r1i1p1_243012-243511.nc
cmip5,output1,IPSL,IPSL-CM5A-LR,piControl,mon,atmos,Amon,r1i1p1,v20110324,tas,180001-279912,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/IPSL/IPSL-CM5A-LR/piControl/mon/atmos/Amon/r1i1p1/v20110324/tas/tas_Amon_IPSL-CM5A-LR_piControl_r1i1p1_180001-279912.nc
cmip5,output1,MIROC,MIROC-ESM,piControl,mon,atmos,Amon,r1i1p1,v20120710,tas,180001-233012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MIROC/MIROC-ESM/piControl/mon/atmos/Amon/r1i1p1/v20120710/tas/tas_Amon_MIROC-ESM_piControl_r1i1p1_180001-233012.nc
cmip5,output1,MIROC,MIROC-ESM,piControl,mon,atmos,Amon,r1i1p1,v20120710,tas,233101-242912,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MIROC/MIROC-ESM/piControl/mon/atmos/Amon/r1i1p1/v20120710/tas/tas_Amon_MIROC-ESM_piControl_r1i1p1_233101-242912.nc
cmip5,output1,MIROC,MIROC-ESM-CHEM,piControl,mon,atmos,Amon,r1i1p1,v20120710,tas,184601-210012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MIROC/MIROC-ESM-CHEM/piControl/mon/atmos/Amon/r1i1p1/v20120710/tas/tas_Amon_MIROC-ESM-CHEM_piControl_r1i1p1_184601-210012.nc
cmip5,output1,MRI,MRI-CGCM3,piControl,mon,atmos,Amon,r1i1p1,v20120701,tas,185101-235012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/MRI/MRI-CGCM3/piControl/mon/atmos/Amon/r1i1p1/v20120701/tas/tas_Amon_MRI-CGCM3_piControl_r1i1p1_185101-235012.nc
cmip5,output1,NCC,NorESM1-M,piControl,mon,atmos,Amon,r1i1p1,v20120412,tas,070001-115012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NCC/NorESM1-M/piControl/mon/atmos/Amon/r1i1p1/v20120412/tas/tas_Amon_NorESM1-M_piControl_r1i1p1_070001-115012.nc
cmip5,output1,NCC,NorESM1-M,piControl,mon,atmos,Amon,r1i1p1,v20120412,tas,115101-120012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/NCC/NorESM1-M/piControl/mon/atmos/Amon/r1i1p1/v20120412/tas/tas_Amon_NorESM1-M_piControl_r1i1p1_115101-120012.nc
cmip5,output1,BCC,bcc-csm1-1,piControl,mon,atmos,Amon,r1i1p1,v1,tas,000101-050012,netcdf,/work/kd0956/CMIP5/data/cmip5/output1/BCC/bcc-csm1-1/piControl/mon/atmos/Amon/r1i1p1/v1/tas/tas_Amon_bcc-csm1-1_piControl_r1i1p1_000101-050012.nc
